text_orig,EDPatience
@MoCA_GoI @airindiain @FlyWithIX @AAI_Official @HardeepSPuri @ushapadhee1996 @mygovindia @PIB_India @PTI_News @PawanHansLtd @PMOIndia @jawaidworld7 NO WORK JOB NO MONEY NO FOOD NO ROOM RENT NO SCHOOL FEES CHILDREN PLEASE UNDERSTAND OUR PROBLEM #resumeflightsIND_KSA  #resumeflightindiatosaudiarebiya  @DGCAIndia  @airindiain  @FlyWithIX  @flyspicejet  @ksagaca  @Saudi_Gazette  @Saudi_Airlines,0
"I did it. I beat my anorexia, I beat my orchard, and I beat my anxiety. I went from not even knowing if I existed to be grateful that I do. And I got through it on my own. I never gave up. So you better not give up either. #mentalhealth #MentalHealthAwareness #LoveYourself",1
These guys would need food o.  My problem is now would we get food and water to them like this now. Say they have cloth to cover up and sleep at night.  Say they have tooth paste and tooth brush for morning time 😭😭😭gos state plepleasesw we don't want curfew  #EndSARS,0
THE REAL PROBLEM in #America! No one tastes their water FIRST!😳 😁😂😅🤣 #JustAskJoe  #food #foodie #foodies #instafood #instafoods #instafoodie #instafoodies https://t.co/XZSl3FcjX0,0
Ed tw ~ food log  ~ ~ ~ Food log - Oct 20 2020 Lunch Strawberries: 22cals  Rice: 86cals  Chicken: 95cals  Monster: 10cals  Total: 213cals  #ana #mia #edtwt #ed #anorexia #bulimia #foodlog #anorexic,1
What’s y’all’s biggest fear food?? Mines sour cream that shit SCARES me  #anorexia #bulimia #proanatwt #EdTwitter #edtwt #proana,1
"For anyone out there who is struggling with an eating disorder or who has negative body image issues, this new podcast is for you.  I welcome you to join me on 10/21 for the start of it all. https://t.co/mWMdVFI07f #anorexia #bulimia https://t.co/p5p8eO4IkR",0
"I was recently diagnosed with anorexia nervosa and my heart is a bit crook, but today I ate some breakfast AND lunch AND dinner and I feel awesome and strong so hands up who WINS AT TODAY!!👊🏻 (Also, please enjoy my wet laundry on the sisideboard 🙏🏻ecovery https://t.co/eUGe45nZj7",1
RT @lowcarbGP: For those with #T2D Essential Hypertension is also an ‘insulin problem’ please read our paper Insulin causes renal sodium retention. Are we blaming salt for what the sugar did? https://t.co/FCVmBqGhgn,0
ANGI identified eight #genetic variants significantly associated with #anorexia nervosa https://t.co/fPya7RaT11,0
We CANNOT allow people to continue dying because of 'anorexia ignorance' #eatingdisorders #anorexia #MentalHealthAwareness #mentalhealth @beatED  https://t.co/N4otVRCRgo,0
DO NOT WAIT for it to “get bad” to get help for an eating disorder!!! ED brain literally can’t process when it “turns bad.” It IS bad. 👎🏻 This message is brought to you by I Just Looked Up Anorexia Fatality Statistics And I Have Ragrats,0
DYK that a 1st-degree relative of someone with an eating disorder is up to 12x more likely to develop one? A new study from the @UNC Center of Excellence for Eating Disorders is working to learn more about the genetics of  #EatingDisorders. #anorexia #bulimia https://t.co/fzOKNfVGsi,0
"Can I become Luo Yunxi for a day? Binge eating without worrying about gaining weight. He still looks so thin, even he likes eating 😅😆#LoveIsSweet #LuoYunXi #BaiLu https://t.co/sH5hikZBrS",0
"@neweraofdan tw // self harm, Ed, suicide I’ve had anorexia, having suicide attempts once every few months and been self harming for years. 😼😼",1
"@KHONnews We should become a grow food state, or cannabis better than bringing in the problem (tourist). #ExportnotImport",0
"@Alaba00 @Zareldo @Julesy237 Think of it this way every food you eat that is slightly detrimental to your health adds up. A little bit is not as good, but still ok. Too much and there's a problem. I don't know much about the effects of alcohol, but I've done my research into health and fitness.",0
"#BanMsWonderful #BanMFW #BanReaganG #OutlawArmy  Hmm, I wonder why he only wants people food?? I would tell you how to solve the problem, but you won't listen, you would rather stay ignorant and kill your dog. https://t.co/LrEW8MTFKo",0
"So...... I'm joining the GP (gastroparesis) gang. 🥴✌️🏻 my GP is associated with my (long history with) anorexia. buButven when my eating behaviors are rlreallyood, the GP symptoms can get baworse/ what are some factors you've found to impact your GP symptoms, GP gang?? #NEISvoid",1
Thanks @fett1111 for sharing my latest blog post about binge eating 🍎🙏🏻🤍@PsychToday Struggling With Food? Don’t Give Up | Psychology Today https://t.co/wZY9wKCn4m #bingeeatingdisorder #eatingdisorders #health @4BreakingChains @NEDAstaff @KnowsPsychology,0
"Binge eating blueberries. This is a Tuesday thing, right? Not just me... 😬#longday",0
"Q6 Interesting read into how the microbiome may be intertwined with anorexia nervosa.  Great summary in aspects of the gut brain axis. Herpertz-Dahlmann2017_Article_FoodMattersHowTheMicrobiomeAnd.pdf For successful treatment, microbiome may have a role. #NutrMood",0
2020 has been a write off 😳so why not get the dog Christmas jumper out in October and mix it up with a cute Halloween accessory 😂 #anorexiarecovery #eatingdisorder #anorexia https://t.co/49sAYfPRmP,1
"RT @aedweb: A recent study suggests that worries related to Covid-19 may exacerbate conditions, including anorexia and binge eating https://t.co/p2LRebZCJ0",0
RT @Jayteencube: Today l visited her and dropped some food parcels courtesy of @HocicZimbabwe1 and LDSC.  #UFAL program,0
Food insecurity has long been a problem in BC and it has only been exacerbated by COVID-19. The Iron Workers Local 97 and some of its contractors made donations to Food Banks in BC. #foodsecurity #givingbacktothecommunity https://t.co/7tiMdoZBAy,0
Food insecurity has long been a problem in BC and it has only been exacerbated by COVID-19. The Iron Workers Local 97 and some of its contractors made donations to Food Banks in BC. #foodsecurity #givingbacktothecommunity https://t.co/bHCBYUmZdN,0
RT @RCPsych_SEPSIG: On BBC now: Sport's Hidden Crisis- Panorama. Good discussion regarding Eating Disorders in Sport. Thanks for sharing your journey and battle @LittlebexQ #sepsig #sportpsychiatry #eatingdisorders @rcpsychEDFac,0
"@blackaylien @SeattleSupt Solution to what?  A superintendent that focuses more on food than education?  Easy, #FireDeniseJuneau.  Providing sufficient food is the parent/guardian's problem. Helping parents produce academically sound children are @SeattleSupt 's job",0
"So I just now learned about #reversethinspo, and words don’t exist in English to describe how intense evil that hashtag is. It’s double the evil because it’s fat-shaming AND pro-anorexia. And I’m pretty sure it’s mostly, if not entirely, misogyny.",0
"Gluten-free? No problem! Miss P's Gluten-Free Bakery has you covered with their gluten-free muffins and other baked goods! 😋 Check them out at Avenida Food Hall &amp; Fresh Market from 11am - 8pm Thursday to Saturday, and 11am-5pm on Sunday! 😍  #yyc #glutenfreebaking #foodie https://t.co/7QXRZ8y6Kn",0
"Your actually eating again? Pig. You fucking pig. It's not a one off binge, your binging every fucking day. You're such a pathetic anorexic. You can't even do an eating disorder right. Don't even complain about your body because you obviously don't want to change it. #EDtwt #meanspo",1
"Food insecurity is very big problem in our world, read about it below and check out and visit the https://t.co/sQArorDITm page about research we do to combat it! #ResearchMatters https://t.co/6CQVUqc1ae",0
"#Emotionaleating is extremely common, but many aren't aware of the deep rooted emotions that contribute to this behavior. In today’s post, I share my own subconscious emotions that caused me to emotionally eat over the years... #Mindfulness #Wellbeing https://t.co/LlrHKcvf9a",0
"@Mike_Smith_12 @ohap33 @USATODAY BLM was recently established. The inner city problem has been in US 4 v long time. Will u pls study US-urban history &amp; ghettos. Every poor community lives in the ghettos. No good schools, food, desserts, crime &amp; poverty. #BLM #VoteBlueToSaveAmerica",0
"OMG GUYS~ if you’re constipated you need to eat burnt toast; like black, burn the toast! 💘💘💘  {#EDtwt #edtwt #anorexia #mia}",1
Thanks to @drgiamarson for this excellent reminder not to lose hope on the path to #edrecovery. https://t.co/0ZTiaNcDSQ,0
1915 the man in El Paso calls food and medicine from God Cannabis drug Marijuana  Law and Order #WhiteSupremacy make food a felony to sell drugs made from Petrol Chemicals for Fossil Fuels ~  Disease is a cannabinoid deficiency Houston we have a big PROBLEM ~,0
"https://t.co/6W1PE7viVT What's insane is the agent being interviewed, #CarolWhite is a bitch about it all. ""Oh, it's the girl's fault, they all eat shitty foods."" Get the fuck out of here bitch. This industry doesn't care. #fashion #modelsstarve #runway #fashionshows #anorexia",0
RT @MimiTexasAngel: 1915 the man in El Paso calls food and medicine from God Cannabis drug Marijuana  Law and Order #WhiteSupremacy make food a felony to sell drugs made from Petrol Chemicals for Fossil Fuels ~  Disease is a cannabinoid deficiency Houston we have a big PROBLEM ~,0
"In the North Country, we have a severe problem with hunger, yet @EliseStefanik @RepStefanik has voted against the aid that would help those whose income has suffered.  She is ignoring the virus which has killed 218,000 people and trying to take our health care.  #VoteBlue",0
"#EndSARSImmediately help my son, he is seriously hungry. I lost my teaching job due to covid19 😭.. Amstill searching for another job.. eeding is a problem.. Plshelp my son no amount is too small. It will get him food stuff's.. e has uulcerated aAma single mother ppls 😭🙏lorinprotest https://t.co/dzXwm3XChc",0
RT @JaneRidleyNY: Thank you to the inspirational @MissMiaKang for such a brutally honest and positive interview. Everyone who has ever worried about their appearance should read your memoir. #knockout,1
EDTWT GIVE ME TONS OF TIPS FOR STARVING MYSELF AND EXERCISING IN THE COMMENTS I JUST WANNA BE FuCKING SKINNY #edtwt #EDtwt #proana #proanatwt #proanacoach #anorexiatips #anorexia #anorexie #food #meanspo #thinspo #fatspo #sweetspo,1
Be competitive and supportive whoever breaks the fats gets kicked out. You have 2 warnings.  No binges pls. And you don’t need to tell your cow. #edtwt #anorexia #ED #EDtwt #thinspo #meanspo #thinspo,1
I’m at 66 kgs ATM (usually the weight I plateau at) fingers crossed I can make it to at least 65 kgs 🤞 #proanatwt #proana #edtwt #anorexia,1
"so dumb how people think anorexia is the only bed and to recover your ""just gotta eat"" but babe I have ednos I'll starve for a day and eat a whole buffet the next and so  telling me to eat will do NOTHING",1
"- Occasionally post sh photos, I’m learning how to carve &gt;:)  - baby, but I can be mean - threads of thinspo/meanspo/bonespo/sweetspo. - Fast tracker &gt;:))  - cw, gw, and argue will be listed. So yeah, I need some moors &gt;:) #edtwt #edtwitter #anorexia #eatingdisorder",1
